,department,department_name,division,gender,base_salary,overtime_pay,longevity_pay,pay_grade
6572,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,94441.58,0.00,0.00,24
6573,HHS,Department of Health and Human Services,Public Health Services Division,M,67653.00,3122.58,0.00,24
6574,HHS,Department of Health and Human Services,School Health Services,F,38009.99,0.00,0.00,15
6575,HHS,Department of Health and Human Services,School Health Services,F,76068.58,0.00,0.00,24
6576,HHS,Department of Health and Human Services,School Health Services,F,38009.59,0.00,0.00,15
6577,HHS,Department of Health and Human Services,School Health Services,F,38009.59,0.00,0.00,15
6578,HHS,Department of Health and Human Services,School Health Services,F,38009.59,0.00,0.00,15
6579,HHS,Department of Health and Human Services,School Health Services,F,38009.99,234.99,0.00,15
6580,HHS,Department of Health and Human Services,Public Health Services Division,M,97783.91,0.00,0.00,M3
6581,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,94441.58,0.00,0.00,24
6582,HHS,Department of Health and Human Services,Public Health Services Division,F,55064.00,0.00,0.00,13
6583,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,81931.00,2980.86,0.00,24
6584,HHS,Department of Health and Human Services,Chief Operating Officer Division,M,71852.00,518.18,0.00,16
6585,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,70180.46,0.00,0.00,24
6586,HHS,Department of Health and Human Services,Aging & Disability Services Division,F,71233.34,0.00,0.00,21
6587,HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,61403.48,0.00,0.00,18
6588,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,28097.54,526.84,0.00,18
6589,HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,61403.48,575.67,0.00,18
6590,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,82528.15,0.00,0.00,25
6591,HHS,Department of Health and Human Services,Office of Community Affairs Division,M,86858.25,0.00,0.00,25
6592,HHS,Department of Health and Human Services,School Health Services,F,33719.91,0.00,0.00,15
6593,HHS,Department of Health and Human Services,School Health Services,F,38009.55,0.00,0.00,15
6594,HHS,Department of Health and Human Services,School Health Services,F,39339.89,0.00,0.00,15
6595,HHS,Department of Health and Human Services,School Health Services,F,38009.99,0.00,0.00,15
6596,HHS,Department of Health and Human Services,School Health Services,F,39339.88,0.00,0.00,15
6597,HHS,Department of Health and Human Services,School Health Services,F,39349.88,0.00,0.00,15
6598,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,75971.92,0.00,0.00,23
6599,HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,51255.85,295.72,0.00,18
6600,HHS,Department of Health and Human Services,School Health Services,F,88527.40,0.00,0.00,24
6601,HHS,Department of Health and Human Services,School Health Services,F,88527.40,0.00,0.00,24
6602,HHS,Department of Health and Human Services,School Health Services,F,83529.17,0.00,0.00,24
6603,HHS,Department of Health and Human Services,School Health Services,F,83807.08,0.00,0.00,24
6604,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,60330.65,0.00,0.00,21
6605,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,60198.32,0.00,0.00,20
6606,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,68821.62,3194.93,0.00,22
6607,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,49538.44,0.00,0.00,17
6608,HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,26524.65,295.73,0.00,18
6609,HHS,Department of Health and Human Services,African American Health Program,F,73178.84,0.00,0.00,21
6610,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,84412.67,0.00,0.00,24
6611,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,56724.21,0.00,0.00,20
6612,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,55656.40,0.00,0.00,20
6613,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,54295.45,0.00,0.00,20
6614,HHS,Department of Health and Human Services,Office of Community Affairs Division,M,62006.50,0.00,0.00,20
6615,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,72637.35,1391.83,0.00,24
6616,HHS,Department of Health and Human Services,Income Supports,F,56698.28,0.00,0.00,20
6617,HHS,Department of Health and Human Services,Child Welfare Services,F,55796.43,0.00,0.00,21
6618,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,58691.78,400.00,0.00,20
6619,HHS,Department of Health and Human Services,Public Health Services Division,F,69887.10,0.00,0.00,23
6620,HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,51255.34,295.71,0.00,18
6621,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,56089.24,0.00,0.00,16
6622,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,95208.91,0.00,0.00,25
6623,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,76809.85,8130.49,0.00,24
6624,HHS,Department of Health and Human Services,Child Welfare Services,F,97747.04,0.00,0.00,24
6625,HHS,Department of Health and Human Services,Child Welfare Services,M,64746.78,0.00,0.00,23
6626,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,60199.60,0.00,0.00,20
6627,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,M,54295.44,0.00,0.00,20
6628,HHS,Department of Health and Human Services,Child Welfare Services,M,64746.78,0.00,0.00,23
6629,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,82869.63,0.00,0.00,23
6630,HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,53909.08,5356.95,0.00,20
6631,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,49924.72,0.00,0.00,14
6632,HHS,Department of Health and Human Services,Child Welfare Services,M,62557.28,0.00,0.00,23
6633,HHS,Department of Health and Human Services,Child Welfare Services,F,107945.33,0.00,0.00,26
6634,HHS,Department of Health and Human Services,Child Welfare Services,F,70181.01,0.00,0.00,24
6635,HHS,Department of Health and Human Services,Director's Office Division,M,121879.14,0.00,0.00,M3
6636,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,58162.63,0.00,0.00,20
6637,HHS,Department of Health and Human Services,Child Welfare Services,F,62557.28,0.00,0.00,23
6638,HHS,Department of Health and Human Services,Child Welfare Services,F,62557.28,0.00,0.00,23
6639,HHS,Department of Health and Human Services,Child Welfare Services,F,62557.28,0.00,0.00,23
6640,HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,51975.68,0.00,0.00,14
6641,HHS,Department of Health and Human Services,School Health Services,F,36724.63,0.00,0.00,15
6642,HHS,Department of Health and Human Services,School Health Services,M,38019.21,0.00,0.00,15
6643,HHS,Department of Health and Human Services,School Health Services,F,36724.63,0.00,0.00,15
6644,HHS,Department of Health and Human Services,School Health Services,F,38019.21,0.00,0.00,15
6645,HHS,Department of Health and Human Services,School Health Services,F,38000.60,0.00,0.00,15
6646,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,55656.40,0.00,0.00,20
6647,HHS,Department of Health and Human Services,Office of Community Affairs Division,F,67726.73,0.00,0.00,18
6648,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,53909.08,0.00,0.00,20
6649,HHS,Department of Health and Human Services,Child Welfare Services,F,62557.28,0.00,0.00,23
6650,HHS,Department of Health and Human Services,Child Welfare Services,F,81852.66,0.00,0.00,24
6651,HHS,Department of Health and Human Services,Child Welfare Services,F,62557.28,0.00,0.00,23
6652,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,113342.59,0.00,0.00,26
6653,HHS,Department of Health and Human Services,Child Welfare Services,F,72825.85,0.00,0.00,24
6654,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,70181.02,0.00,0.00,24
6655,HHS,Department of Health and Human Services,Child Welfare Services,F,55537.87,228.88,0.00,16
6656,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,122388.10,0.00,0.00,M2
6657,HHS,Department of Health and Human Services,School Health Services,F,85533.72,0.00,0.00,24
6658,HHS,Department of Health and Human Services,Child Welfare Services,F,60874.33,439.09,0.00,18
6659,HHS,Department of Health and Human Services,School Health Services,F,85533.72,61.69,0.00,24
6660,HHS,Department of Health and Human Services,Child Welfare Services,F,77954.92,0.00,0.00,23
6661,HHS,Department of Health and Human Services,School Health Services,F,70851.16,0.00,0.00,24
6662,HHS,Department of Health and Human Services,School Health Services,F,36724.63,302.70,0.00,15
6663,HHS,Department of Health and Human Services,School Health Services,F,36735.15,0.00,0.00,15
6664,HHS,Department of Health and Human Services,School Health Services,F,36735.15,0.00,0.00,15
6665,HHS,Department of Health and Human Services,School Health Services,F,36735.15,327.01,0.00,15
6666,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,65365.21,0.00,0.00,24
6667,HHS,Department of Health and Human Services,Child Welfare Services,F,62394.56,1484.93,0.00,23
6668,HHS,Department of Health and Human Services,Child Welfare Services,F,62394.56,0.00,0.00,23
6669,HHS,Department of Health and Human Services,Child Welfare Services,F,67997.99,0.00,0.00,23
6670,HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,81871.13,0.00,0.00,26
6671,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,71249.89,1181.81,0.00,24
6672,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,81930.51,0.00,0.00,24
6673,HHS,Department of Health and Human Services,Aging & Disability Services Division,M,76641.18,5029.64,0.00,21
6674,HHS,Department of Health and Human Services,Public Health Services Division,F,90848.00,0.00,0.00,21
6675,HHS,Department of Health and Human Services,Public Health Services Division,F,91753.53,0.00,0.00,26
6676,HHS,Department of Health and Human Services,Child Welfare Services,F,72825.85,485.81,0.00,24
6677,HHS,Department of Health and Human Services,Public Health Services Division,M,59352.65,0.00,0.00,21
6678,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,67368.19,0.00,0.00,23
6679,HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,67807.74,0.00,0.00,24
6680,HHS,Department of Health and Human Services,School Health Services,F,80972.75,0.00,0.00,24
6681,HHS,Department of Health and Human Services,School Health Services,F,83529.57,0.00,0.00,24
6682,HHS,Department of Health and Human Services,School Health Services,F,73088.38,512.03,0.00,24
6683,HHS,Department of Health and Human Services,School Health Services,F,78731.30,0.00,0.00,24
6684,HHS,Department of Health and Human Services,School Health Services,F,80972.75,0.00,0.00,24
6685,HHS,Department of Health and Human Services,School Health Services,F,85533.97,0.00,0.00,24
6686,HHS,Department of Health and Human Services,School Health Services,F,77078.25,0.00,0.00,24
6687,HHS,Department of Health and Human Services,Child Welfare Services,F,62557.28,0.00,0.00,23
6688,HHS,Department of Health and Human Services,Child Welfare Services,F,83163.07,0.00,0.00,24
